moody_lighting,图片属性>光照>氛围光照
aqua_eyes,人物属性>眼睛>青色眼睛|吐舌鬼脸|水眼
black_eyes,人物属性>眼睛>黑色眼睛|黑眼|黑眼睛
blue_eyes,人物属性>眼睛>蓝色眼睛|蓝眼|蓝眼睛
brown_eyes,人物属性>眼睛>棕色眼睛|棕眼|棕色的眼睛
green_eyes,人物属性>眼睛>绿色眼睛|绿眼|绿眼睛
grey_eyes,人物属性>眼睛>灰色眼睛|灰眼|灰色的眼睛
orange_eyes,人物属性>眼睛>橙色眼睛
pink_eyes,人物属性>眼睛>粉红色眼睛|粉红色的眼睛
purple_eyes,人物属性>眼睛>紫色眼睛|紫眼|紫色的眼睛
red_eyes,人物属性>眼睛>红色眼睛|红眼|红眼睛
silver_eyes,人物属性>眼睛>银色眼睛|灰眼
white_eyes,人物属性>眼睛>白色眼睛|白眼|白色的眼睛
heterochromia,人物属性>眼睛>异色瞳|异色症
ringed_eyes,人物属性>眼睛>同心环组成的瞳孔|眼圈
constricted_pupils,人物属性>眼睛>收缩的瞳孔|瞳孔收缩|收缩的学生
horizontal_pupils,人物属性>眼睛>水平瞳孔
no_pupils,人物属性>眼睛>没有瞳孔|没有眼睛|没有学生
slit_pupils,人物属性>眼睛>猫瞳|竖瞳孔/猫眼|狭缝瞳孔
symbol-shaped_pupils,人物属性>眼睛>符号形瞳孔|符号眼
heart-shaped_pupils,人物属性>眼睛>心形瞳孔|爱心形瞳孔
star-shaped_pupils,人物属性>眼睛>星形瞳孔|星形眼睛
blue_sclera,人物属性>眼睛>蓝色巩膜
black_sclera,人物属性>眼睛>黑色巩膜
blank_eyes,人物属性>眼睛>空白的眼睛|白眼球
green_sclera,人物属性>眼睛>绿色巩膜
orange_sclera,人物属性>眼睛>橙色巩膜
red_sclera,人物属性>眼睛>红巩膜|红色巩膜
yellow_sclera,人物属性>眼睛>黄色巩膜
bags_under_eyes,人物属性>眼睛>眼袋
glowing_eyes,人物属性>眼睛>发光的眼睛(双眼)|发光的双眼
glowing_eye,人物属性>眼睛>发光的眼睛(单眼)
crazy_eyes,人物属性>眼睛>疯狂的眼睛
empty_eyes,人物属性>眼睛>空洞的眼睛|眼睛没有亮点
tsurime,人物属性>眼睛>吊眼角|鹤壁
sanpaku,人物属性>眼睛>死鱼眼|三白眼
no_eyes,人物属性>眼睛>没有眼睛
covering_eyes,人物属性>眼睛>遮住眼睛
hair_over_eyes,人物属性>眼睛>头发遮住眼睛|头发遮着双眼
hair_over_one_eye,人物属性>眼睛>头发遮住一只眼睛|头发遮住了一只眼睛|一只眼睛上的头发
blindfold,人物属性>眼睛>独眼眼罩
glasses,人物属性>眼睛>眼镜|眼镜/眼镜娘
makeup,人物属性>眼睛>化妆品|浓装
eyeliner,人物属性>眼睛>眼线笔
eyeshadow,人物属性>眼睛>眼影
looking_afar,人物属性>视线>远眺|远远望去
looking_at_another,人物属性>视线>看着另一个人|盯着另一人
looking_at_breasts,人物属性>视线>看着胸|瞄着乳房|看着乳房
looking_at_mirror,人物属性>视线>看着镜子|照镜子
looking_at_phone,人物属性>视线>看着手机|看手机
looking_at_viewer,人物属性>视线>看着镜头|看向阅图者|看着观众
looking_away,人物属性>视线>看向别处|移开视线|看着别处
looking_back,人物属性>视线>回头看|回眸
looking_down,人物属性>视线>往下看|俯视|向下看
looking_outside,人物属性>视线>向外看
looking_over_glasses,人物属性>视线>透过眼镜看
looking_to_the_side,人物属性>视线>看向一边|看向侧面
collarbone,人物属性>脖子>锁骨
nape,人物属性>脖子>颈背
neck,人物属性>脖子>脖子|颈部
kneeling,人物属性>姿势>跪着|下跪
one_knee,人物属性>姿势>单膝跪地
lying,人物属性>姿势>躺着|说谎
fetal_position,人物属性>姿势>蜷起身体侧躺|曲腿至胸|胎位
on_back,人物属性>姿势>仰卧|仰躺|背面
on_side,人物属性>姿势>侧卧|在旁边
on_stomach,人物属性>姿势>俯卧|趴着|在肚子上
sitting,人物属性>姿势>坐着
crossed_legs,人物属性>姿势>二郎腿|双腿交叉
indian_style,人物属性>姿势>盘腿坐|印度风格
hugging_own_legs,人物属性>姿势>屈膝抱腿坐|拥抱自己的腿
lotus_position,人物属性>姿势>盘腿坐且腿放在脚上
sitting_on_lap,人物属性>姿势>坐在另一人腿上|坐在大腿上|坐在膝盖上
straddling,人物属性>姿势>跨坐|跨骑
upright_straddle,人物属性>姿势>面对面跨坐在另一人腿上|立式跨骑
wariza,人物属性>姿势>鸭子坐|割坐|瓦里萨
yokozuwari,人物属性>姿势>侧身坐|横津折
standing,人物属性>姿势>站着|站立
legs_apart,人物属性>姿势>大腿分开站立|双腿分开
standing_on_one_leg,人物属性>姿势>单腿站立
jumping,人物属性>姿势>跳|跳跃
running,人物属性>姿势>跑|运行
walking,人物属性>姿势>走|行走
all_fours,人物属性>姿势>四肢着地|四肢趴地
top-down_bottom-up,人物属性>姿势>上半身匍匐下半身翘起|趴着翘臀|自上而下_自下而上
crucifixion,人物属性>姿势>绑在十字架上的|受难
fighting_stance,人物属性>姿势>恐吓对手的架势|战斗姿态
reclining,人物属性>姿势>半躺着的放松姿势|斜倒斜躺姿势|斜倚
squatting,人物属性>姿势>蹲着|蹲下
stretching,人物属性>姿势>伸懒腰
upside-down,人物属性>姿势>人物倒置|颠倒的
head_rest,人物属性>姿势>手撑头|枕着头/托着头|头枕
head_down,人物属性>姿势>头向下倾斜|低着头|低头
leaning_forward,人物属性>姿势>向前倾|身体前驱|身体前倾
twisted_torso,人物属性>姿势>人物躯干旋转较大角度|扭曲的躯干
arm_behind_head,人物属性>姿势>单手举过头|手臂在头后
victory_pose,人物属性>姿势>v字手势|胜利姿势
arms_behind_head,人物属性>姿势>双手举过头|手臂放头后|头后的手臂
outstretched_arm,人物属性>姿势>伸单手|伸出单臂|伸出的手臂
outstretched_arms,人物属性>姿势>伸双手|伸出双臂
spread_arms,人物属性>姿势>双手张开伸直|张开双臂|展开武器
crossed_arms,人物属性>姿势>双手交叉|交叉双臂|双臂交叉
flexing,人物属性>姿势>手臂弯举展示肌肉|弯曲
own_hands_together,人物属性>姿势>自己握自己的手|双手合十|自己动手
interlocked_fingers,人物属性>姿势>十指相扣
folded,人物属性>姿势>双腿向后折起|折叠
leg_up,人物属性>姿势>单腿抬起|抬起腿
pigeon-toed,人物属性>姿势>内八|鸽子
back-to-back,人物属性>姿势>背贴背|背靠背
cheek-to-cheek,人物属性>姿势>脸贴脸|脸颊到脸颊
eye_contact,人物属性>姿势>眼神交会|对视|眼神交流
leg_lock,人物属性>姿势>双腿缠绕|跨坐式|腿锁
hug,人物属性>姿势>拥抱
object_hug,人物属性>姿势>抱着物品|对象拥抱
arm_hug,人物属性>姿势>搂着手臂|挽手|手臂拥抱
hug_from_behind,人物属性>姿势>从背后抱|从背后拥抱
carrying,人物属性>姿势>用手臂支撑|携带
carrying_under_arm,人物属性>姿势>用腋下夹|夹在腋下|腋下携带
child_carry,人物属性>姿势>一人坐在另一人的手臂上|儿童携带
sitting_on_shoulder,人物属性>姿势>坐在肩膀上
dynamic_angle,人物属性>姿势>动态姿势
crown,服饰>头饰>王冠|皇冠
hat,服饰>头饰>帽子
helmet,服饰>头饰>头盔
black_headwear,服饰>头饰>黑色头饰
blue_headwear,服饰>头饰>蓝色头饰
brown_headwear,服饰>头饰>棕色头饰
green_headwear,服饰>头饰>绿色头饰
grey_headwear,服饰>头饰>灰色头饰
orange_headwear,服饰>头饰>橙色头饰
pink_headwear,服饰>头饰>粉色头饰
purple_headwear,服饰>头饰>紫色头饰
red_headwear,服饰>头饰>红色头饰
yellow_headwear,服饰>头饰>黄色头饰
cat_hat,服饰>头饰>猫耳帽子|猫帽
penguin_hat,服饰>头饰>企鹅帽子
baseball_cap,服饰>头饰>棒球帽
beanie,服饰>头饰>针织帽|豆豆
beret,服饰>头饰>贝雷帽
bicorne,服饰>头饰>拿破仑帽|双角
boater_hat,服饰>头饰>平顶帽|船帽
bowler_hat,服饰>头饰>圆顶硬礼帽|圆顶礼帽
bucket_hat,服饰>头饰>有帽檐的棉质半圆帽|渔夫帽
cabbie_hat,服饰>头饰>报童帽(可莉)|出租车司机帽
chef_hat,服饰>头饰>主厨帽|厨师帽
toque_blanche,服饰>头饰>白色针织帽|白转矩
flat_top_chef_hat,服饰>头饰>平顶厨师帽
cloche_hat,服饰>头饰>钟形帽
cowboy_hat,服饰>头饰>牛仔帽
deerstalker,服饰>头饰>福尔摩斯帽|猎鹿人
fedora,服饰>头饰>侦探帽|软呢帽
female_service_cap,服饰>头饰>女警帽|女性服务帽
fur_hat,服饰>头饰>毛皮制成的俄罗斯帽|皮帽
jester_cap,服饰>头饰>小丑帽
party_hat,服饰>头饰>派对帽
peaked_cap,服饰>头饰>警察帽 军官帽|类似警帽的帽子|顶帽
santa_hat,服饰>头饰>圣诞老人帽|圣诞帽
sombrero,服饰>头饰>阔边帽
sun_hat,服饰>头饰>遮阳帽|太阳帽
top_hat,服饰>头饰>魔术师帽|大礼帽
witch_hat,服饰>头饰>女巫帽
wizard_hat,服饰>头饰>巫师帽|法师帽
veil,服饰>头饰>头纱|面纱
baseball_helmet,服饰>头饰>棒球头盔
football_helmet,服饰>头饰>橄榄球头盔
hardhat,服饰>头饰>安全帽
helm,服饰>头饰>中世纪骑兵头盔|掌舵
kabuto,服饰>头饰>古代日本将军胄
tiara,服饰>头饰>公主佩戴的金属发带|三重冕
aviator_cap,服饰>头饰>飞行帽|飞行员帽
bandana,服饰>头饰>头上的绑带|头巾
bonnet,服饰>头饰>旧式女帽|发动机罩
hijab,服饰>头饰>伊斯兰头巾
visor_cap,服饰>头饰>塑料无顶遮阳帽
frilled_hat,服饰>头饰>有褶皱边的帽子|褶边帽子
military_hat,服饰>头饰>军帽
straw_hat,服饰>头饰>草帽
hand_on_headwear,服饰>头饰>手放在帽子上|手戴头饰
hands_on_headwear,服饰>头饰>双手放在帽子上|手戴头饰
hat_feather,服饰>头饰>羽毛装饰的帽子|帽子羽毛
hat_flower,服饰>头饰>花装饰的帽子|帽子花
hat_ribbon,服饰>头饰>帽子上绑着丝带|帽子丝带
laurel_crown,服饰>头饰>桂冠|月桂冠
blouse,服饰>衬衫和上衣>女式衬衫|罩衫
frilled_shirt,服饰>衬衫和上衣>有褶皱边的衬衫|荷叶边衬衫
sleeveless_shirt,服饰>衬衫和上衣>无袖衬衫
bustier,服饰>衬衫和上衣>短紧身胸衣
crop_top,服饰>衬衫和上衣>露腹短上衣|裁剪上衣
camisole,服饰>衬衫和上衣>无袖背心(细肩带)|吊带背心
cardigan,服饰>衬衫和上衣>开襟衫|开衫
cardigan_vest,服饰>衬衫和上衣>纽扣毛衣马夹|开衫背心
coat,服饰>衬衫和上衣>外套
duffel_coat,服饰>衬衫和上衣>牛角扣大衣|粗呢大衣
fur_coat,服饰>衬衫和上衣>毛皮大衣|皮草大衣
fur-trimmed_coat,服饰>衬衫和上衣>边缘有毛皮的大衣|毛边大衣
overcoat,服饰>衬衫和上衣>长至小腿的大衣
raincoat,服饰>衬衫和上衣>雨披|雨衣
yellow_raincoat,服饰>衬衫和上衣>黄色雨披|黄色雨衣
transparent_raincoat,服饰>衬衫和上衣>透明雨衣
trench_coat,服饰>衬衫和上衣>长雨衣|风衣
winter_coat,服饰>衬衫和上衣>冬季大衣
compression_shirt,服饰>衬衫和上衣>运动紧身衣
corset,服饰>衬衫和上衣>长紧身胸衣|紧身褡
hoodie,服饰>衬衫和上衣>连帽衫|卫衣
jacket,服饰>衬衫和上衣>夹克衫
blazer,服饰>衬衫和上衣>西装外套|西装夹克
cropped_jacket,服饰>衬衫和上衣>短夹克|短款夹克
letterman_jacket,服饰>衬衫和上衣>棒球外套|棒球服|莱特曼夹克
safari_jacket,服饰>衬衫和上衣>探险家夹克
sash,服饰>衬衫和上衣>和服腰上的饰带|窗扇
shirt,服饰>衬衫和上衣>衬衫
collared_shirt,服饰>衬衫和上衣>有领衬衫|翻领衬衫
dress_shirt,服饰>衬衫和上衣>正装衬衫|西服衬衫|礼服衬衫
off-shoulder_shirt,服饰>衬衫和上衣>露肩衬衫
striped_shirt,服饰>衬衫和上衣>条纹衬衫
t-shirt,服饰>衬衫和上衣>T恤衬衫|T 恤|t_恤
sweater,服饰>衬衫和上衣>毛衣
turtleneck,服饰>衬衫和上衣>高领衫|高领毛衣
sleeveless_turtleneck,服饰>衬衫和上衣>无袖高领衫|无袖高领毛衣
ribbed_sweater,服饰>衬衫和上衣>竖条纹毛衣|罗纹毛衣
aran_sweater,服饰>衬衫和上衣>渔网状纹样的毛衣|阿兰毛衣
tabard,服饰>衬衫和上衣>挂在胸前的方形织物 通常印有纹章|战袍
tailcoat,服饰>衬衫和上衣>燕尾服
tank_top,服饰>衬衫和上衣>无袖紧身背心
tube_top,服饰>衬衫和上衣>没有肩带的紧身露肩上衣|直筒式抹胸|管顶
bandeau,服饰>衬衫和上衣>狭窄带状上衣|抹胸比基尼
underbust,服饰>衬衫和上衣>穿在胸线下的提胸上衣|下胸围
vest,服饰>衬衫和上衣>背心
sweater_vest,服饰>衬衫和上衣>毛衣背心
waistcoat,服饰>衬衫和上衣>西装马夹|马甲
dress_,服饰>连衣裙>连衣裙
aqua_dress,服饰>连衣裙>青色连衣裙|水色连衣裙
black_dress,服饰>连衣裙>黑色连衣裙
blue_dress,服饰>连衣裙>蓝色连衣裙
brown_dress,服饰>连衣裙>棕色连衣裙
green_dress,服饰>连衣裙>绿色连衣裙
grey_dress,服饰>连衣裙>灰色连衣裙
orange_dress,服饰>连衣裙>橙色连衣裙
pink_dress,服饰>连衣裙>粉红色裙子|粉色连衣裙
purple_dress,服饰>连衣裙>紫色连衣裙
red_dress,服饰>连衣裙>红色连衣裙
white_dress,服饰>连衣裙>白色连衣裙
yellow_dress,服饰>连衣裙>黄色连衣裙
multicolored_dress,服饰>连衣裙>多种颜色的连衣裙|五彩连衣裙
two-tone_dress,服饰>连衣裙>两种颜色的连衣裙|两色连衣裙
argyle_dress,服饰>连衣裙>菱形图案的连衣裙|菱形连衣裙
checkered_dress,服饰>连衣裙>格子图案的连衣裙|格纹连衣裙
plaid_dress,服饰>连衣裙>网格图案的连衣裙|格子连衣裙
polka_dot_dress,服饰>连衣裙>圆点花纹的连衣裙|波点连衣裙
print_dress,服饰>连衣裙>有图案的裙子|印花连衣裙
striped_dress,服饰>连衣裙>横向条纹连衣裙
vertical-striped_dress,服饰>连衣裙>纵向条纹连衣裙|竖条纹连衣裙
pinstripe_dress,服饰>连衣裙>纵向线条连衣裙|细条纹连衣裙
armored_dress,服饰>连衣裙>带有战甲的连衣裙|战甲裙|装甲连衣裙
backless_dress,服饰>连衣裙>露背连衣裙
collared_dress,服饰>连衣裙>有领连衣裙
frilled_dress,服饰>连衣裙>有荷叶边的连衣裙|荷叶边连衣裙
lace-trimmed_dress,服饰>连衣裙>蕾丝边连衣裙
latex_dress,服饰>连衣裙>胶衣连衣裙|乳胶连衣裙
layered_dress,服饰>连衣裙>有非常多层的连衣裙|分层连衣裙
long_dress,服饰>连衣裙>长连衣裙|长裙
off-shoulder_dress,服饰>连衣裙>露肩连衣裙
pleated_dress,服饰>连衣裙>百褶连衣裙
plunging_neckline,服饰>连衣裙>v字型连衣裙|深领|低领口
ribbed_dress,服饰>连衣裙>高领竖条纹连衣裙|罗纹连衣裙
ribbon-trimmed_dress,服饰>连衣裙>下摆像一排破折号的连衣裙|丝带饰边连衣裙
short_dress,服饰>连衣裙>短连衣裙|短裙
side_slit,服饰>连衣裙>侧开连衣裙|侧开衩
see-through_dress,服饰>连衣裙>半透明连衣裙|透视连衣裙
sleeveless_dress,服饰>连衣裙>无袖连衣裙
strapless_dress,服饰>连衣裙>无肩带连衣裙|露肩连衣裙
cake_dress,服饰>连衣裙>层层叠叠且撑的很大的连衣裙
china_dress,服饰>连衣裙>旗袍|中国服饰
cocktail_dress,服饰>连衣裙>小礼服|(社交场合穿的)短裙|鸡尾酒礼服
dirndl,服饰>连衣裙>阿尔卑斯裙|少女装
evening_gown,服饰>连衣裙>晚礼服|晚会礼服
funeral_dress,服饰>连衣裙>丧服|葬礼礼服
negligee,服饰>连衣裙>透明睡袍|睡衣
nightgown,服饰>连衣裙>睡袍|睡衣
pencil_dress,服饰>连衣裙>紧身连衣裙|铅笔裙
pinafore_dress,服饰>连衣裙>无袖无领穿在外面的连衣裙|围裙连衣裙
sailor_dress,服饰>连衣裙>水手服连衣裙|水手服款裙子
santa_dress,服饰>连衣裙>圣诞连衣裙|圣诞老人礼服
sundress,服饰>连衣裙>夏季无袖连衣裙|太阳裙/背心裙|吊带裙
sweater_dress,服饰>连衣裙>毛衣连衣裙
trapeze_dress,服饰>连衣裙>上窄下宽没有腰线的连衣裙
